"time","js.latency","js.accuracy","js.throughput","jet.latency","jet.accuracy","jet.throughput","aws.latency","aws.throughput","aws.accuracy","tcp.latency","tcp.throughput","tcp.accuracy","udp.throughput","udp.latency","udp.accuracy"
161,48.022,0.877537656,12.86686667,50.4066,0.877642537,11.81878133,35.0333333333333,11.09352,0.9318,64.4363333333333,11.5984613333333,0.9329,13579.43872,33,0.903089888
162,46.1667,0.877300614,12.183464,51.5667,0.90157251,12.214192,35.4333333333333,11.419992,0.9262,68.6,11.9386346666667,0.9262,13579.43872,33,0.903089888
163,45.8667,0.858858859,12.51220533,51.0667,0.902411022,12.29685333,37.6,12.97592,0.8971,72,12.467808,0.8971,13579.43872,33,0.903089888
164,45.9444,0.87144623,12.59281333,51.1444,0.889957907,12.15990933,35.2183333333333,11.8218133333333,0.9174,65.9333333333333,11.545808,0.9174,13579.43872,33,0.903089888
165,46.1444,0.856608479,12.52214133,50.7391,0.873703478,13.17776,35.5726666666667,12.5216506666667,0.9462,66.9666666666667,11.77216,0.9426,13397.5088,33,0.904112923
166,45.8889,0.875,13.07462133,52.1798,0.886322188,12.85974133,35.8,11.833232,0.9138,67,11.828008,0.9228,13397.5088,33,0.904112923
167,45.9556,0.876136364,13.396712,53.9318,0.911877395,13.02976533,35.8333333333333,11.803968,0.8953,67.4,11.9198373333333,0.8975,13397.5088,33,0.904112923
168,46.3556,0.847926267,13.52024533,54.8043,0.912493121,13.830512,36.6,12.25084,0.8935,69.5,12.75424,0.8918,13397.5088,33,0.904112923
169,46.8667,0.857475276,13.817024,53.978,0.891032917,13.43690933,37.1333333333333,12.669776,0.9244,71.003,13.0875413333333,0.9192,13397.5088,33,0.904112923
170,47.0337,0.867420349,13.68031733,52.9886,0.878695209,12.32835733,37.3,12.736976,0.9362,71.6,12.788008,0.9342,13571.32072,33,0.901521039
171,49.0659,0.874511991,14.71354933,51.3111,0.908008658,12.75571733,37.6,12.90384,0.9197,72.4666666666667,12.9551013333333,0.919,13571.32072,33,0.901521039
172,46.6044,0.904205608,13.78270933,51.0667,0.910857143,12.77668533,37.6333333333333,13.044344,0.9304,75.688,13.8256506666667,0.9343,13571.32072,33,0.901521039
173,46.5333,0.827244582,13.55640267,54.0222,0.834017595,12.690848,39.2666666666667,14.121304,0.9236,79,13.771248,0.9236,13571.32072,33,0.901521039
174,46.8667,0.825766871,13.77984,54.2444,0.845508982,12.757192,37.6606666666667,13.506456,0.9562,72.9333333333333,12.986328,0.9562,13571.32072,33,0.901521039
175,46.9,0.827629911,13.95783467,53.1,0.867995019,12.768816,37.112,13.595104,0.8885,71.7,12.7692613333333,0.8924,13929.36296,33,0.865768583
176,46.0556,0.843559978,13.71110933,51.7889,0.886620097,13.20862667,37.1666666666667,12.700744,0.8889,71.5666666666667,12.7364293333333,0.8781,13929.36296,33,0.865768583
177,46.9333,0.85535248,13.806976,58.3,0.878757515,13.811744,37.6333333333333,12.853528,0.9057,71.9666666666667,12.801976,0.905,13929.36296,33,0.865768583
178,47.0333,0.865060241,13.829224,56.1889,0.874853801,13.29566133,37.2,12.672104,0.9082,71.3636666666667,13.1039546666667,0.9115,13929.36296,33,0.865768583
179,46.3556,0.864898211,13.70288533,54.7667,0.888358209,12.965088,37.2666666666667,12.721408,0.9173,71.291,13.1196933333333,0.9202,13929.36296,33,0.865768583
180,47.5056,0.845002992,13.54547733,52.0333,0.846420323,12.637808,37.3,12.705208,0.9024,72.5,12.9398053333333,0.9053,13482.05032,33,0.885904525
181,49.1522,0.888231816,14.92040533,52.1,0.888382688,12.75852,38.9,13.400144,0.9222,74.7333333333333,13.415912,0.9114,13482.05032,33,0.885904525
182,46.3333,0.844267727,13.514088,52.3222,0.880606444,12.80209067,38.6333333333333,13.528016,0.8873,77.0816666666667,14.0870933333333,0.8945,13482.05032,33,0.885904525
183,46.2889,0.866152768,13.68957067,51.3111,0.886639676,12.596856,39.0333333333333,13.904384,0.9122,77.2666666666667,13.4359653333333,0.9122,13482.05032,33,0.885904525
184,46.3222,0.852525253,13.85686933,52.6444,0.8828125,12.555352,36.9183333333333,13.3024693333333,0.911,70.5333333333333,12.549856,0.9067,13482.05032,33,0.885904525
185,46.7444,0.846446701,13.846024,51.2809,0.910216718,12.447008,37.115,13.0658106666667,0.9218,71.3,12.7124613333333,0.9224,13657.4448,33,0.907108032
186,46.7753,0.880886427,13.478232,52.8222,0.916275955,12.29092,37.7,12.855328,0.907,71.8,12.81644,0.914,13657.4448,33,0.907108032
187,45.9889,0.858099063,13.54992533,53.6667,0.867875648,12.76615467,37.4333333333333,12.78996,0.9222,71.2666666666667,12.7084986666667,0.9228,13657.4448,33,0.907108032
188,46.6222,0.817039106,13.41288533,55.6111,0.861863847,12.66679467,37.0666666666667,12.53672,0.9299,70.688,12.965784,0.935,13657.4448,33,0.907108032
189,46.2778,0.837662338,13.177392,54.4111,0.89059501,12.552984,37.1,12.54568,0.902,70.815,12.9084186666667,0.8937,13657.4448,33,0.907108032
190,46.2841,0.856562923,13.140672,51.5111,0.857877814,12.137,36.7666666666667,12.401216,0.8964,69.5333333333333,12.3490746666667,0.9004,13755.2868,33,0.894074938
191,49.0323,0.852830189,14.591424,51.4505,0.873873874,12.52365067,36.6333333333333,12.208064,0.9154,68.6816666666667,12.6637813333333,0.9113,13755.2868,33,0.894074938
192,46.4,0.84496124,12.88198667,52.6889,0.895799236,12.18037867,36.6333333333333,12.406352,0.9087,72.2333333333333,12.7741066666667,0.9087,13755.2868,33,0.894074938
193,46.0899,0.806004619,12.91056,52.3778,0.893271462,12.34693867,38.1,13.509616,0.9246,74.6333333333333,13.0160506666667,0.9246,13755.2868,33,0.894074938
194,46.1222,0.831139096,12.910208,51.8444,0.885361552,12.39982933,36.0153333333333,12.810232,0.9172,68.0666666666667,12.0925226666667,0.9226,13755.2868,33,0.894074938
195,45.6629,0.826285714,12.92082933,53.1348,0.883131837,11.9998,36.2756666666667,12.610656,0.9368,68.6,12.16708,0.9306,12539.30024,33,0.899399929
196,46.1099,0.85884455,13.349216,50.8681,0.910938434,12.981024,36,12.054008,0.9078,68.3333333333333,12.113056,0.9142,12539.30024,33,0.899399929
197,45.4222,0.850718301,13.39648533,53.1111,0.878655881,12.41599467,36.3,12.22724,0.9019,69.106,12.672728,0.9016,12539.30024,33,0.899399929
198,46.0659,0.806671721,13.29910133,51.5,0.848351648,12.36720267,36.4333333333333,12.41088,0.9328,69.4,12.395184,0.9295,12539.30024,33,0.899399929
199,46.2921,0.865177833,13.39824,50.9773,0.859594384,11.55562933,36.6333333333333,12.407776,0.9228,70.0183333333333,12.7852293333333,0.9239,12539.30024,33,0.899399929
200,47.0562,0.87431694,12.73193067,51.6413,0.885159011,12.09012267,36.5666666666667,12.33496,0.8855,70,12.5087226666667,0.8811,6688.60288,33,0.87133984
201,47.7033,0.893280632,13.26643733,50.4556,0.91048202,11.728872,37.5333333333333,12.823848,0.8979,70.062,12.4957093333333,0.8994,6688.60288,33,0.87133984
202,45.7143,0.846921797,12.6236,51.2584,0.882123341,11.666576,36.5073333333333,11.49936,0.9,69.211,11.4619813333333,0.9,6688.60288,33,0.87133984
203,45.5055,0.848920863,11.76837867,50.0769,0.853195164,12.198064,39.6846666666667,13.5915733333333,0.9259,70.7666666666667,12.5602426666667,0.9248,6688.60288,33,0.87133984
204,44.9318,0.898431049,11.03785333,52.1111,0.934306569,11.99961067,36.6333333333333,11.493672,0.8957,167.102666666667,9.377248,0.9122,6688.60288,33,0.87133984
205,207.551,0.825862069,7.178648,103.029,0.851098454,9.192562667,37.0833333333333,9.18191466666667,0.8766,493.373,7.281392,0.8633,7363.52952,33,0.621988257
206,320.524,0.864864865,7.268754667,457.439,0.88503937,7.14188,239.1,6.43564533333333,0.934,878.777666666667,6.99285866666667,0.9091,7363.52952,33,0.621988257
207,233.905,0.830508475,7.13732,816.318,0.88923802,6.933589333,328.916666666667,5.37742133333333,0.9441,1268.55566666667,7.07866133333333,0.9416,7363.52952,33,0.621988257
208,87.6548,0.829085457,7.043165333,622.34,0.906144497,7.687693333,376.65,6.69866933333333,0.9359,1699.389,7.46582133333333,0.9435,7363.52952,33,0.621988257
209,153,0.855363322,7.133525333,341.365,0.900831734,6.016285333,327.944333333333,5.24330133333333,0.9516,2118.66666666667,6.912024,0.8585,7363.52952,33,0.621988257
210,82.3976,0.846256685,5.979029333,669.035,0.881733746,7.760872,293.333333333333,5.319552,0.9853,2522.94433333333,7.22455733333333,0.8729,7752.43216,33,0.160796697
211,257.767,0.856956238,7.400482667,1100.53,0.842420611,7.404525333,120.726,5.023808,0.8998,2938.05533333333,7.213768,0.9309,7752.43216,33,0.160796697
212,348.17,0.849590938,6.93944,1037.7,0.885630499,6.688877333,54.3336666666667,2.4942,0.8432,3357.111,7.25141333333333,0.916,7752.43216,33,0.160796697
213,155.606,0.848894349,7.325701333,1234.04,0.897510133,7.107170667,69.3106666666667,3.88283733333333,0.8626,3759.61133333333,7.00145066666667,0.9344,7752.43216,33,0.160796697
214,302.014,0.850560399,7.030461333,711.157,0.868374032,4.547088,48.3546666666667,2.693304,0.8831,4147.82533333333,7.25618133333333,0.9492,7752.43216,33,0.160796697
215,337.56,0.829545455,7.132397333,290.636,0.836212031,3.372504,49.9333333333333,2.749824,0.8757,4506.59533333333,7.118624,0.9404,7355.55208,33,0.085900607
216,234.584,0.868020305,7.223133333,332.571,0.796875,3.476746667,56.8,3.017352,0.8822,4878.992,7.22090133333333,0.9184,7355.55208,33,0.085900607
217,460.348,0.849012776,7.263658667,450.064,0.712230216,3.610069333,63.8,3.49289866666667,0.8628,5314.357,7.32571733333333,0.921,7355.55208,33,0.085900607
218,562.969,0.835008871,6.841549333,155.986,0.741784038,4.125352,77.9,4.35432,0.843,5760.27233333333,6.79492,0.9038,7355.55208,33,0.085900607
219,514.179,0.838516746,7.416341333,316.838,0.792844778,5.61884,106.522333333333,3.25633333333333,0.8822,6143.10333333333,7.227456,0.9022,7355.55208,33,0.085900607
220,769.938,0.833972603,7.041386667,503.952,0.834894037,5.800562667,183.307666666667,5.07162933333333,0.9405,6530.46033333333,7.31916533333333,0.9222,7710.3828,33,0.0039491
221,916.411,0.872989462,7.090677333,960.731,0.873859367,6.632218667,257.9,5.71895466666667,0.9524,6931.95233333333,7.43865066666667,0.9186,7710.3828,33,0.0039491
222,1006.84,0.913043478,7.322645333,1156.13,0.897583429,7.027330667,266.844333333333,6.06843733333333,0.9375,7336,7.07826933333333,0.9646,7710.3828,33,0.0039491
223,1205.85,0.815104167,7.179992,1342.12,0.827912478,7.633752,269.889,6.883136,0.8828,7733.889,7.12152266666667,0.9028,7710.3828,33,0.0039491
224,1449.83,0.795783926,7.104826667,815.673,0.80806846,4.872074667,115.436333333333,4.593552,0.8727,8128.16666666667,7.10425333333333,0.9139,7710.3828,33,0.0039491
225,1478.34,0.841352406,7.149064,650.065,0.79245283,3.548941333,60.5333333333333,3.24720533333333,0.8345,8521.88866666667,7.080288,0.8934,7621.20264,33,0.000472701
226,1563.7,0.848449386,7.149109333,51.2135,0.773255814,1.142466667,65.4666666666667,3.50681866666667,0.8416,8937.44433333333,7.33078666666667,0.9013,7621.20264,33,0.000472701
227,1647.08,0.856084656,7.156781333,55.7816,0.800214248,2.559557333,79.1143333333333,3.72774933333333,0.8492,9358.54433333333,6.69502133333333,0.893,7621.20264,33,0.000472701
228,1541.88,0.876459742,7.311874667,155.12,0.803357314,4.006645333,90.4816666666667,3.821176,0.8358,9795.33333333333,7.57017333333333,0.9252,7621.20264,33,0.000472701
229,1569.25,0.849656893,7.247589333,258.233,0.81184454,6.254042667,64.7,3.453144,0.8403,10246.3443333333,7.157664,0.9256,7621.20264,33,0.000472701
230,1634.78,0.81727159,6.998429333,560.167,0.787640449,7.645192,68.6666666666667,3.78422933333333,0.8285,10680.8223333333,6.850888,0.9205,7592.39856,33,0.031547105
231,1537.09,0.852976914,7.160965333,1004.75,0.830254042,7.088154667,74.9963333333333,4.08212,0.8299,11134.6666666667,7.77386666666667,0.9508,7592.39856,33,0.031547105
232,1650.54,0.823050848,7.069794667,827.487,0.883396705,6.360656,149.591666666667,5.26455466666667,0.8547,11592.8556666667,6.85746133333333,0.897,7592.39856,33,0.031547105
233,1753.93,0.837508948,7.317656,852.14,0.868493151,4.949261333,135.352,4.56163733333333,0.8637,12043.7666666667,7.42889866666667,0.9494,7592.39856,33,0.031547105
234,1646.98,0.818559557,7.148829333,465.633,0.838709677,4.585784,58.4666666666667,3.28995466666667,0.8276,12516.189,6.95151733333333,0.9139,7592.39856,33,0.031547105
235,1641.61,0.861558274,7.02028,148.234,0.896636086,3.82004,66,3.58970933333333,0.829,12974.75,6.431352,0.9283,7497.8428,33,0.007097592
236,1594.47,0.890277778,7.368637333,363.746,0.787188612,5.494218667,122.255666666667,3.94060266666667,0.8556,13476.6666666667,7.74933333333333,0.9239,7497.8428,33,0.007097592
237,1575.29,0.852638794,7.085168,597.694,0.735334243,6.200245333,62.4696666666667,3.222944,0.913,13947.7223333333,7.40142666666667,0.9499,7497.8428,33,0.007097592
238,1487.78,0.834612701,7.1258,901.477,0.761968085,6.677725333,63.5666666666667,3.396912,0.8489,14405.211,6.89977333333333,0.9597,7497.8428,33,0.007097592
239,1403.99,0.842312746,7.377930667,1059.83,0.804625685,7.489946667,68.6333333333333,3.685024,0.8605,14846.6223333333,7.228008,0.8817,7497.8428,33,0.007097592
240,1523.06,0.784,7.180538667,671.331,0.775612822,4.491266667,71.0166666666667,3.68112,0.8184,15294.6666666667,7.56866933333333,0.9053,7742.24792,33,0.003142184
241,1549.15,0.825503356,6.836632,290.162,0.84469697,2.817882667,179.155666666667,4.507256,0.8974,15736.3223333333,6.876328,0.8832,7742.24792,33,0.003142184
242,1404.93,0.841743119,7.482917333,484.131,0.88128106,3.831914667,195.863333333333,6.043976,0.9079,16172.6333333333,7.231368,0.8805,7742.24792,33,0.003142184
243,1504.95,0.818501171,6.96732,503.854,0.890046296,3.55728,109.891666666667,4.70823733333333,0.8676,16614.9223333333,6.82482933333333,0.9071,7742.24792,33,0.003142184
244,1305.94,0.84043849,7.211856,195.194,0.867724868,4.723696,78,3.109304,0.8424,17046.8443333333,7.24044266666667,0.9221,7742.24792,33,0.003142184
245,1367.73,0.827160494,7.277381333,346.303,0.744759556,5.563429333,76.846,3.64725066666667,0.8501,17499.611,7.552856,0.8995,7227.88928,33,0
246,1502.83,0.83703234,7.085261333,585.955,0.756790124,5.853098667,55.2,2.92472,0.8268,17938.089,6.74970666666667,0.9181,7227.88928,33,0
247,1325.36,0.827357238,7.231224,714.345,0.756521739,5.805410667,58.3333333333333,3.128504,0.8447,18374.9333333333,7.21413866666667,0.9175,7227.88928,33,0
248,1388.58,0.783281734,7.089645333,670.78,0.727015559,5.127624,64.9666666666667,3.484096,0.8653,18833.8333333333,7.71068266666667,0.8997,7227.88928,33,0
249,1471.13,0.815533981,7.038237333,635.124,0.821834723,6.254208,69.9953333333333,3.409656,0.8196,19278.0666666667,6.46731466666667,0.913,7227.88928,33,0
250,1330.81,0.853974122,7.417957333,484.833,0.864628821,4.851557333,109.642333333333,5.17302666666667,0.8276,19740.4,7.66318133333333,0.9102,7087.84576,33,0.004710038
251,1472.05,0.834810637,7.086586667,518.848,0.894223556,4.907322667,69.6666666666667,3.10262666666667,0.872,20216.5333333333,6.79629333333333,0.9441,7087.84576,33,0.004710038
252,1447.26,0.808798646,7.018298667,473.137,0.882123341,5.107661333,162.757,3.69214666666667,0.9014,20678.8,7.315552,0.8792,7087.84576,33,0.004710038
253,1365.56,0.811753903,7.425413333,397.5,0.825610784,6.825357333,191.625,5.772568,0.9591,21171.211,7.238104,0.8826,7087.84576,33,0.004710038
254,1478.99,0.839111111,6.951090667,682.017,0.901521217,7.403944,138.589,3.77246666666667,0.9138,21702.1776666667,7.37135466666667,0.9066,7087.84576,33,0.004710038
255,1394.05,0.788213628,7.201173333,1118.95,0.853112033,7.393794667,129.1,4.0296,0.9463,22113.7666666667,6.73166133333333,0.9226,7464.55744,33,0.026258206
256,1315.11,0.864864865,7.185488,1291.31,0.88503937,6.574184,62.8213333333333,2.93836533333333,0.8833,22540.8333333333,7.47128533333333,0.8938,7464.55744,33,0.026258206
257,1321.34,0.836734694,7.143704,1154,0.853950519,7.34144,57.9333333333333,3.022448,0.8193,22999.5,7.53790933333333,0.9149,7464.55744,33,0.026258206
258,1243.26,0.82664648,7.219805333,780.343,0.881735479,6.259845333,137.248333333333,3.50153066666667,0.8605,23444.3333333333,6.78569066666667,0.9302,7464.55744,33,0.026258206
259,1109.69,0.858912595,7.228704,717.37,0.88630491,5.099576,60.789,2.89004,0.8548,23879.878,7.29226666666667,0.9177,7464.55744,33,0.026258206
260,1236.41,0.847811888,7.1312,247.122,0.780332056,3.132842667,54.5666666666667,2.81314933333333,0.8872,24319.4443333333,6.90962933333333,0.9027,7567.50072,33,0.008613728
261,1481.19,0.830829523,7.006010667,404.852,0.764089122,3.824250667,59.9416666666667,2.89879466666667,0.8664,24753.1333333333,7.20290133333333,0.9309,7567.50072,33,0.008613728
262,1468.93,0.851596744,7.130864,523.382,0.833430742,5.830682667,161.5,4.04829866666667,0.8577,25211.333,7.60769866666667,0.9276,7567.50072,33,0.008613728
263,1413.28,0.8436542,7.400482667,793.887,0.828115771,4.955562667,94.9,4.74618666666667,0.8735,25652.2666666667,7.07613066666667,0.9516,7567.50072,33,0.008613728
264,1425.17,0.860935525,6.918573333,375.306,0.873035067,5.342112,128.2,3.52662666666667,0.8842,26068.8776666667,6.645344,0.873,7567.50072,33,0.008613728
265,1224.06,0.84871312,7.444365333,577.664,0.847087379,5.103466667,55.9696666666667,2.77444533333333,0.8779,26498.5003333333,7.5218,0.9139,7228.93768,33,0.001934704
266,1311.92,0.859137056,7.112818667,289.275,0.877044216,3.874098667,52.4,2.65150933333333,0.8763,26949.389,7.464664,0.9139,7228.93768,33,0.001934704
267,1377.5,0.847262248,7.142104,593.049,0.852553069,4.755610667,59.0333333333333,3.04807466666667,0.8414,27379.3223333333,6.991248,0.8784,7228.93768,33,0.001934704
268,1346.77,0.855829983,7.194826667,593.36,0.74091442,5.544922667,64.6,3.444656,0.8659,27794.889,7.309808,0.915,7228.93768,33,0.001934704
269,1439.72,0.841055719,7.277202667,777.2,0.786452354,7.628093333,70.2333333333333,3.86752,0.8567,28203.9776666667,6.61665866666667,0.9167,7228.93768,33,0.001934704
270,1486.8,0.824561404,6.913845333,721.436,0.82322975,6.021261333,91.878,4.574312,0.8477,28647.8333333333,7.41279733333333,0.9108,7743.77912,33,0
271,1390.61,0.871937639,7.242245333,685.353,0.872707659,4.064450667,116.011,4.70248266666667,0.8475,29136.2776666667,7.38984,0.9231,7743.77912,33,0
272,1582.03,0.896913221,6.779842667,514.227,0.874855156,3.402448,109.255666666667,5.03982933333333,0.8712,29588.0553333333,7.25733333333333,0.9085,7743.77912,33,0
273,1659.97,0.810572687,7.702034667,378.603,0.836171462,2.569986667,60.6333333333333,3.08612,0.8904,30005.6113333333,7.241224,0.9341,7743.77912,33,0
274,1638.38,0.796052632,7.101946667,99.7805,0.808877929,3.440064,58.5666666666667,2.980312,0.8316,30425.3333333333,7.31389066666667,0.9071,7743.77912,33,0
275,1637.52,0.841342989,6.949682667,199.333,0.756129032,4.714906667,58.2333333333333,3.009384,0.8581,30839.9,6.906064,0.9338,7499.45512,33,0.002860548
276,1566.98,0.846962617,7.437696,386.983,0.776811594,4.92012,62.0333333333333,3.22718133333333,0.8242,31248.0556666667,7.2638,0.9369,7499.45512,33,0.002860548
277,1622.68,0.855932203,6.892890667,820.016,0.794926004,8.041477333,65.8333333333333,3.572928,0.8453,31651.2886666667,6.83325066666667,0.9213,7499.45512,33,0.002860548
278,1534.74,0.87031346,7.224578667,920.822,0.836561743,6.713178667,73.5666666666667,4.09332,0.8465,32051.9776666667,6.87989066666667,0.8896,7499.45512,33,0.002860548
279,1463.28,0.847265871,7.110269333,857.114,0.836912362,4.674496,79.9476666666667,4.000992,0.8247,32472.1666666667,7.40748533333333,0.9081,7499.45512,33,0.002860548
280,1448.81,0.817554859,7.385928,652.071,0.817080208,4.254064,200.841333333333,4.42114133333333,0.8772,32909.2223333333,7.45572,0.924,7763.7212,33,0.044709389
281,1529.01,0.862238622,7.118234667,372.214,0.879490151,2.220746667,220.680666666667,6.99477333333333,0.8318,33343.611,7.01870666666667,0.9281,7763.7212,33,0.044709389
282,1631.06,0.808,7.009106667,75.0602,0.867830424,2.717085333,204.289,5.39542666666667,0.8469,33763.1776666667,7.07261066666667,0.9373,7763.7212,33,0.044709389
283,1668.87,0.841954023,7.210848,154.355,0.673455533,4.108650667,213.466666666667,4.06023733333333,0.8429,34180.311,6.993008,0.8702,7763.7212,33,0.044709389
284,1617.18,0.837762238,7.309149333,356.045,0.72044335,5.745133333,194.455666666667,4.24547466666667,0.8253,34614,7.51140266666667,0.893,7763.7212,33,0.044709389
285,1575.17,0.86521181,7.250954667,653.211,0.806927518,7.179314667,79.6166666666667,3.89088,0.8315,35057.6333333333,6.817128,0.9266,7720.9432,33,0.001540832
286,1690.53,0.889506602,6.947098667,985.393,0.840522876,7.314189333,59.4666666666667,3.042672,0.8961,35495.4873333333,7.4102,0.8915,7720.9432,33,0.001540832
287,1661.69,0.848275862,7.302674667,1107.74,0.847757423,7.327928,61.8666666666667,3.22318133333333,0.8982,35903.578,6.9836,0.8889,7720.9432,33,0.001540832
288,1568.11,0.839662447,7.108442667,1156.21,0.81748072,6.426706667,66.5333333333333,3.55109066666667,0.8642,36308.2556666667,7.48317866666667,0.9137,7720.9432,33,0.001540832
289,1536.22,0.844850065,7.098114667,750.85,0.875242405,6.619581333,71.3,3.938184,0.8143,36728.0003333333,7.166416,0.9248,7720.9432,33,0.001540832
290,1465.93,0.786127168,7.233130667,732.067,0.834196891,5.368122667,89.452,3.89705066666667,0.8554,37144.5556666667,7.14216533333333,0.9132,7882.0676,33,0.002101392
291,1542.33,0.820095044,7.2292,375.165,0.758577667,5.600805333,134.427666666667,5.396136,0.8311,37528.4443333333,7.224128,0.898,7882.0676,33,0.002101392
292,1600.17,0.838412881,7.352250667,561.431,0.831600832,5.393090667,92.6763333333333,3.75550933333333,0.8526,37908.4123333333,7.26867733333333,0.8714,7882.0676,33,0.002101392
293,1534.8,0.824705882,6.968512,597.646,0.843243243,4.407157333,97.8,3.87602933333333,0.8377,38298.8156666667,7.00609066666667,0.9217,7882.0676,33,0.002101392
294,1550.86,0.853103872,7.108848,526.286,0.867413082,4.367277333,54.3333333333333,2.777288,0.8682,38683.889,6.86119466666667,0.9425,7882.0676,33,0.002101392
295,1570.53,0.826815643,7.218576,668.338,0.883131837,5.316149333,52.8,2.754192,0.8222,39107.7776666667,7.41285333333333,0.9355,6972.34472,33,0.000474158
296,1393.49,0.841703751,7.287218667,645.551,0.896551724,4.442338667,58.1333333333333,3.00692533333333,0.8325,39535.8336666667,7.25236533333333,0.8502,6972.34472,33,0.000474158
297,1448.43,0.81462141,7.163850667,472.577,0.845579079,4.468144,64.5333333333333,3.39926133333333,0.862,39950.111,7.23155733333333,0.8983,6972.34472,33,0.000474158
298,1546.76,0.78369906,6.835725333,540.889,0.747650036,4.65572,70.4333333333333,3.84809866666667,0.8592,40365.8333333333,7.29311733333333,0.9291,6972.34472,33,0.000474158
299,1389.75,0.810248199,7.428552,587.075,0.776831346,5.599402667,90.7333333333333,3.93042133333333,0.7899,40785.4443333333,7.22549333333333,0.9062,6972.34472,33,0.000474158
300,1476.93,0.851376147,7.056130667,738.587,0.825932504,7.197794667,116.961,4.738784,0.8533,41185.0553333333,7.07642133333333,0.9588,7092.58784,33,0.00637866
301,1474.95,0.846029173,7.1944,1061.01,0.782417582,7.350797333,88.1583333333333,3.35834933333333,0.8494,41561.151,7.053408,0.949,7092.58784,33,0.00637866
302,1364.56,0.798312236,7.353213333,885.819,0.823444284,6.348461333,111.661666666667,4.25749066666667,0.8953,41920.2543333333,7.139024,0.9281,7092.58784,33,0.00637866
303,1434.66,0.8,7.003904,716.219,0.824935952,5.110717333,49.6666666666667,2.478576,0.8453,42296.5236666667,7.27892,0.9291,7092.58784,33,0.00637866
304,1240.03,0.859894921,7.295509333,702.109,0.914805625,4.439861333,48.9363333333333,2.71260533333333,0.8499,42734.3556666667,6.94122666666667,0.9022,7092.58784,33,0.00637866
305,1244.49,0.848689772,7.210576,46.6813,0.851273624,1.098493333,53.0853333333333,2.59785066666667,0.91,43212.438,7.50150666666667,0.8968,7495.1628,33,0.004013378
306,1480.07,0.851666667,7.119616,87.439,0.871205907,2.496952,57.8606666666667,3.08347466666667,0.836,43569.8333333333,6.88328533333333,0.9046,7495.1628,33,0.004013378
307,1805.86,0.830508475,7.112109333,137.222,0.813069909,4.105282667,63.5166666666667,3.047496,0.8525,43947.8096666667,7.33207733333333,0.9288,7495.1628,33,0.004013378
308,1665.4,0.824495893,7.060266667,287.339,0.777856636,4.715026667,99.343,4.05264,0.8656,44338.611,7.02380533333333,0.9275,7495.1628,33,0.004013378
309,1476.09,0.855955679,7.32064,593.043,0.828981723,8.003149333,61.9,3.31765866666667,0.8834,44747.8333333333,7.52772266666667,0.9586,7495.1628,33,0.004013378
310,1479.36,0.842733908,7.079394667,834.448,0.833962264,7.251656,77.5046666666667,3.11215466666667,0.8857,45155.889,7.11071733333333,0.9074,7581.64096,33,0.008333333
311,1264.29,0.850980392,6.880002667,995.333,0.842420611,7.092488,154,4.26808,0.8432,45549.1666666667,7.10498666666667,0.9012,7581.64096,33,0.008333333
312,1301.66,0.868405094,7.565752,1366.24,0.883829539,6.993709333,181.895,4.221936,0.8581,45944.4443333333,7.13123733333333,0.8957,7581.64096,33,0.008333333
313,1325.32,0.850490196,7.08816,837.006,0.893789901,5.348741333,165.233333333333,3.99187733333333,0.8908,46362.4443333333,7.32760533333333,0.8889,7581.64096,33,0.008333333
314,1595.33,0.859671302,7.299282667,603.112,0.886363636,2.840901333,76.751,3.96041066666667,0.8757,46791.7776666667,6.71570666666667,0.9058,7581.64096,33,0.008333333
315,1799.24,0.841239722,7.037549333,342.709,0.791970803,2.928186667,60.3546666666667,3.16723466666667,0.8822,47219.7,7.196744,0.9282,7749.16512,33,0.00999524
316,1680.84,0.856782334,7.327810667,335.023,0.792945787,3.191112,63.0406666666667,3.10611733333333,0.8583,47671.5556666667,7.666032,0.9218,7749.16512,33,0.00999524
